Chroma,Tempo,Spectral_Centroid,Zero_Crossing_Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Rhythmic_Regularity,Label
0.24493825,[151.99908088],950.1801498031009,0.06075721734822119,-385.35327,177.20355,-9.33685,24.37912,5.799284,-4.5660625,-6.359218,-6.949474,-4.122529,3.8736925,-0.33930957,-0.9373086,-3.6557696,0.0020493465,classical
0.23563844,[95.703125],1180.5324896152028,0.06596252960653519,-362.7318,143.90761,-19.005598,30.651041,1.0206411,0.27225098,-7.991961,-3.8471584,-8.934133,3.276335,-4.4292364,3.6627495,4.925432,0.0019218483,classical
0.23210803,[129.19921875],1388.1392656380106,0.08087606643948182,-343.14352,140.10466,-20.91952,32.316124,-3.6832788,2.940859,-10.663066,0.31063074,-5.795961,7.683308,-3.6783319,2.5477433,-3.4992898,0.0027155082,classical
0.23404849,[143.5546875],1279.5154519537928,0.06845076251933488,-324.6393,147.81375,-31.926256,27.40502,-4.5023103,-4.1688004,-12.59746,-5.1306887,-7.7447653,0.8444132,-8.192252,-0.8276448,0.9923773,0.002425956,classical
0.21663478,[83.35433468],1371.4447396060214,0.07571871374709976,-449.5024,124.97929,-19.903538,27.45521,-5.7697797,2.2189133,-6.560758,10.581615,3.3420105,14.3803425,1.979647,5.249033,4.427051,0.0017681456,classical
0.2193211,[99.38401442],1054.7328868522359,0.04765745843000773,-482.57535,154.85045,-5.0330462,29.729904,-1.8655614,8.21654,-4.778444,9.63252,-3.3466737,4.530603,-10.102243,-0.6701807,-2.4489703,0.0022928359,classical
0.25638506,[89.10290948],1358.6023759424481,0.08107885610015468,-311.5614,148.68465,-33.492855,10.352457,-12.897486,1.2300146,-12.900196,0.8069202,-9.733505,2.0582037,-5.113307,6.7274017,4.6117973,0.0024276404,classical
0.23902793,[161.49902344],1157.86554064085,0.0706663434116396,-405.63312,145.72554,-0.8494923,23.064943,9.217205,-2.6364684,-5.7427993,-2.0792975,-0.638366,6.745994,2.7888033,2.4446673,5.0832434,0.0019799338,classical
0.28401977,[184.5703125],1185.144479134992,0.057628894165699926,-475.8085,141.50447,-8.465948,34.003716,0.5104437,6.037262,0.0038526258,9.544266,2.1649942,7.102437,-8.052562,-0.115624756,0.76368,0.0019362762,classical
0.26896352,[143.5546875],1218.1514494719816,0.0697996725154679,-300.90747,161.1279,-24.245857,27.956917,-2.8630507,2.3890126,-11.268325,0.22309761,-6.8389344,6.0936527,-8.139803,-1.8150443,-4.120981,0.0027137422,classical
0.26684955,[135.99917763],1371.3948853640538,0.07953924074342614,-278.16513,147.88019,-31.550192,20.35175,-9.574066,-6.2306337,-13.595258,-0.6612344,-7.273572,1.0149182,-11.761826,-0.9655799,-2.2157323,0.002465036,classical
0.27621743,[107.66601562],1211.4313268289068,0.06844094402552205,-278.80756,160.00061,-28.392517,23.027172,-2.7092493,3.0009243,-11.297818,-0.51610196,-11.366227,3.174696,-5.085273,4.348031,-4.0713315,0.0022125996,classical
0.26729923,[95.703125],983.9717194937225,0.04421683161736272,-406.84668,163.08134,-2.372812,32.416626,7.946261,9.632712,-5.45672,9.490358,-3.060804,10.187205,-10.35241,-5.4048333,-8.054707,0.0018279635,classical
0.25327945,[151.99908088],1253.0323992049643,0.07162893343967518,-223.18733,163.25397,-34.412884,24.186995,-10.303666,3.2221324,-12.889323,0.80370426,-14.28119,1.6788578,-10.140899,0.23151678,-4.558466,0.002849165,classical
0.2973892,[129.19921875],1184.2726167313851,0.0682921560808198,-221.30133,173.31781,-37.445778,24.35597,-8.682666,3.3846245,-12.844792,1.0788687,-15.323445,0.4238257,-9.6230135,2.288309,-4.490512,0.0023892047,classical
0.2456861,[161.49902344],1278.5184062359635,0.08173216357308585,-319.2353,143.68849,-31.174316,10.929482,-5.559396,-4.257987,-8.956228,-5.5805836,-8.02272,2.3428679,-4.4802847,-0.32078663,0.96291196,0.0026367228,classical
0.2406908,[135.99917763],901.7378802312896,0.053432620963843776,-366.2604,181.60039,-5.51421,26.999447,-4.8282466,4.6016793,-10.550475,0.15556985,-11.136406,3.576607,-10.338357,-1.0807843,-4.597426,0.0017835399,classical
0.26289216,[161.49902344],1314.399292126819,0.08109509437838361,-228.95596,153.91904,-30.704666,20.802929,-6.099663,1.1756067,-10.78928,-3.866134,-11.594046,0.86720824,-8.299901,-0.7155663,-3.0778165,0.0022918147,classical
0.24689516,[135.99917763],1559.3040287466677,0.09219376873066512,-297.12802,130.24132,-30.590057,27.473576,-7.0638957,1.9754051,-11.136684,4.744581,-8.7696905,5.404951,-5.3879395,4.4562883,1.7435378,0.0021864893,classical
0.27837116,[117.45383523],1243.6691621009502,0.06370465366395979,-315.7878,149.6681,-30.549936,23.213522,-8.68629,-10.101967,-15.724107,-4.040028,-7.6393766,0.046328187,-11.144776,-7.673778,-5.867613,0.0019090396,classical
0.30325136,[112.34714674],822.6139611536199,0.03944315545243619,-374.00146,172.43169,6.4013906,20.147358,5.863239,1.5984085,-6.7120857,-1.1907266,-0.28920582,0.33138114,-6.5567055,-7.3027678,-7.334053,0.0037243308,classical
0.28324297,[103.359375],792.9088884169765,0.036572756549690645,-498.6033,177.51414,11.2123165,27.632612,-2.83633,5.0898414,-6.60016,-1.0522397,-4.139637,-3.0476696,-9.911628,-8.576438,-9.19357,0.0018001589,classical
0.30408838,[95.703125],1128.3811387274027,0.054395966260634185,-429.07135,120.76844,-1.7005684,17.942797,7.7381415,-2.054263,-3.9395752,-2.5293145,-0.5850701,-0.8083962,-9.05951,-3.6882565,-0.9795186,0.0020876871,classical
0.27402547,[123.046875],1369.5923998136097,0.07354051865815932,-309.26334,138.65692,-29.71562,33.617283,-0.36966035,5.228342,-6.3285327,3.2850165,-6.703107,-0.68848854,-13.24687,-8.538453,-9.6672,0.0018338234,classical
0.3191619,[151.99908088],1016.2036312413076,0.06112352269431554,-319.72226,166.00253,-11.9387,27.27777,7.8312716,1.7412491,-7.853774,-2.401125,-2.9048698,-2.5207543,-11.3745775,-4.6163793,-4.492808,0.0034613137,classical
0.23927984,[107.66601562],1282.3275301478,0.059409440255220415,-419.33255,127.41256,-3.780655,23.201252,-4.313284,4.0386424,-8.204687,-7.614801,-7.066255,-2.9135451,-7.399464,-5.427491,-9.091689,0.0018850905,classical
0.28418007,[161.49902344],1533.6492784629645,0.09391540385730858,-275.4436,125.33516,-41.033215,24.59948,-4.7629037,-4.2574043,-15.00206,-5.0420785,-4.9981613,2.4723504,-10.893561,-8.01609,-5.1683517,0.0022019306,classical
0.2946108,[151.99908088],1279.4808753417974,0.07583880147911833,-275.9678,146.32536,-36.601395,24.209837,-2.5517092,-2.155176,-13.30885,-6.500922,-9.406593,-3.1215193,-11.546325,-4.1899295,-1.6999396,0.0029658037,classical
0.27086365,[161.49902344],1633.5822989966382,0.10895658110982212,-409.5085,116.79858,-16.184534,11.701641,0.6897332,6.012307,-4.265308,0.4997358,0.4310803,12.586633,-1.1213995,-1.1413047,4.948069,0.0022106422,classical
0.25054973,[107.66601562],1396.7128037657276,0.07262022368039443,-358.75812,129.07834,-30.378685,19.878695,-10.365979,-0.6496008,-10.599927,1.5427625,-3.966615,1.8717922,-8.833108,-7.1691914,-8.212051,0.002093836,classical
0.26822123,[123.046875],1329.4563630678226,0.07881720381380511,-368.52054,124.2544,-31.574648,17.583704,2.324991,-5.9451766,-11.797775,-5.5220284,-5.396873,-1.3089094,-8.424349,-3.616905,2.2096312,0.0021351757,classical
0.26182422,[198.76802885],1326.2905913173308,0.09386497754204894,-160.66153,164.26509,-48.74267,1.6567883,-7.6118655,-2.6635227,-11.042241,-7.000248,-8.0976515,1.2511177,-5.369692,-4.139391,-5.4268584,0.0027363438,classical
0.19099382,[129.19921875],1063.396723083687,0.05100896352958237,-249.65216,161.55922,10.15452,-3.0576775,-0.573579,-2.0703812,-12.197371,-8.612416,-14.639438,-12.048641,-12.293453,-7.161874,-7.8807263,0.0031728176,classical
0.2522556,[80.74951172],1181.884073002171,0.0717101248308198,-402.20825,153.97675,-15.228629,15.294281,-3.0716236,-3.1837263,-9.759971,-17.305773,-12.305009,-7.9180746,-7.099395,-0.29572114,1.5226654,0.0024203511,classical
0.23616467,[184.5703125],1176.9449938974453,0.06226149338942308,-171.08478,156.89876,-21.83331,5.3263197,-4.0699153,-3.731567,-8.900291,-4.9369226,-7.900487,-5.3933387,-9.340079,-6.6050344,-7.7875705,0.00406448,classical
0.3468405,[129.19921875],1878.4940039517187,0.11157585315158546,-85.30834,118.44306,-31.477152,20.282328,-4.4176335,6.9121923,-10.952412,-1.6223388,-7.3614726,-3.0186846,-4.4440117,-1.417289,-4.2533975,0.0019983794,classical
0.2584079,[123.046875],1174.3248424595008,0.06634016398395205,-436.85822,154.08043,-19.861963,20.18266,3.1738954,0.45094606,-6.5277185,-4.6089153,-10.058647,-6.1566315,-4.53336,-2.7670465,-5.211671,0.0017579417,classical
0.29638234,[172.265625],1514.0972710756876,0.08720002350983797,-124.04526,148.59566,-21.581469,17.421335,-1.4155146,4.123948,-7.0207763,-5.1447277,-5.8456483,5.0245104,-6.2263536,-1.9116532,-0.90014344,0.0025134012,classical
0.3116152,[103.359375],2224.8938399288413,0.10944642813951239,-98.35358,98.3555,-20.490532,18.820034,-2.095781,2.6650372,-7.3115172,-3.5901136,-7.989525,-1.9183743,-4.731997,0.6237759,-2.5930848,0.0022908156,classical
0.2860107,[107.66601562],1170.256219376788,0.04948709698859242,-449.5513,151.49677,-12.753423,44.259808,6.250194,4.0544987,-1.4762169,-1.6236228,-2.4865205,-4.2856755,-9.663299,-1.3531811,0.13567714,0.0016925698,classical
0.38145718,[135.99917763],1527.645526264714,0.06010507872968266,-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125822,4.7939453,6.1923785,0.9515957,5.9151874,-1.1755236,3.5739167,-2.0996544,0.0026116404,classical
0.387909,[161.49902344],2411.5244663469507,0.12693159984048724,-186.65797,86.64906,-15.726744,14.733744,-2.2077508,6.2551727,-0.89246273,0.65540314,-6.0940466,-5.2228494,-7.879544,-1.7255487,-4.7003126,0.0032407441,classical
0.30422586,[215.33203125],1462.3835644748758,0.08767017105137509,-121.83351,149.66736,-42.832016,24.485323,-5.4060426,10.664615,-2.818438,0.7835228,-6.3980646,4.4740596,-1.2259258,1.2524997,-1.1988703,0.0035900874,classical
0.31954268,[95.703125],1702.24789858299,0.11507495897545662,-108.06734,127.27673,-44.952744,31.253359,4.3463645,-4.9418173,-15.889656,14.6361885,-7.799102,-1.2097644,2.8209624,17.278034,-4.0977507,0.001910581,classical
0.18647526,[78.30255682],1079.788869352158,0.05933844499226605,-483.96786,144.165,1.3792461,8.07079,4.933558,-2.316337,-2.740416,-6.8436475,-10.15446,-8.070668,-7.157022,-10.55595,-7.773563,0.0019636515,classical
0.3130526,[95.703125],1681.2723869009876,0.09672226140528549,-81.11545,129.04564,-42.44421,33.13707,5.6854477,-6.503762,-2.2667923,7.401878,-18.70608,2.4765916,3.7434185,1.8843732,-10.075478,0.0020719152,classical
0.25387782,[107.66601562],1751.5809593775805,0.09522957149071926,-367.0708,112.81916,-18.745602,10.175582,-1.6043581,3.799532,0.9256812,5.0639057,-5.3709044,-9.514625,-8.494094,-1.786254,1.2870401,0.003202325,classical
0.26560685,[143.5546875],1137.8827996451196,0.08184394334880124,-349.94827,161.8574,-3.3694623,14.163238,5.7316146,3.5070765,2.9739192,-7.0916595,-7.915771,-0.36118284,2.8649027,-2.4754703,-6.782114,0.001854182,classical
0.2825774,[117.45383523],1551.3608602773115,0.093266250362529,-197.22751,137.38995,-34.15922,25.363323,-5.2644143,-2.7768812,-9.50855,-7.613304,-7.647625,-5.667732,-4.3843036,-5.424353,-3.5282192,0.0032936719,classical
0.30537146,[123.046875],1803.800200335076,0.1040197668938515,-166.42174,122.12508,-32.114124,16.680294,-5.400134,-2.4928677,-9.827045,-4.8984995,-6.967043,-4.5714536,-6.6540885,-5.4923553,-5.371946,0.0031491166,classical
0.2818187,[151.99908088],1322.7344268727697,0.0761046560808198,-274.3259,148.35321,-20.328934,21.799068,7.9280887,3.7767048,-2.2288494,-6.0878696,-5.623011,-6.6903195,-5.9035316,-4.5922475,-1.5412745,0.0032669425,classical
0.32025677,[89.10290948],1474.7414794976396,0.07402917754253674,-305.44928,135.9327,-11.758563,18.213852,10.375582,3.0047126,-5.5933824,0.14134434,-1.354128,-1.8684579,-3.208138,-6.7502136,-2.6937735,0.0037867373,classical
0.22685228,[95.703125],690.5300405312647,0.03604482369006187,-465.89728,180.18097,56.64645,11.035487,5.84732,0.7351601,-3.9715195,-5.886589,-8.459515,-9.785687,-7.6918125,-3.2519479,-1.8584505,0.0031448575,classical
0.19904521,[89.10290948],1118.450246121639,0.0422878752175174,-498.64725,145.66858,46.470146,15.258628,3.0686219,-0.8322841,-5.2227077,-6.210678,-3.811383,0.089115955,2.7176886,2.2169223,0.2405624,0.0041859397,classical
0.20720129,[123.046875],829.0091477951953,0.04750791521655066,-421.5947,172.78944,28.069185,-2.5672545,-3.5711489,-4.8697968,-8.896141,-10.693691,-7.677652,-7.9523697,-7.321746,-2.7029622,-0.9108148,0.004173442,classical
0.18713118,[135.99917763],795.5192461669669,0.04502194811001547,-429.1393,175.105,31.898457,4.288325,1.0443158,-5.7782183,-9.484334,-11.283601,-10.578688,-8.663466,-6.3293447,-1.6777813,0.82280564,0.004186824,classical
0.26748624,[143.5546875],1117.67544135447,0.04635726326856149,-413.4534,143.48242,31.305882,14.029362,1.5161096,-2.2952938,-6.4711924,-8.109996,-5.934282,-4.4754477,-2.8047545,-0.82260454,-1.2224383,0.006640897,classical
0.25726342,[83.35433468],1559.9200748058706,0.09517254869972931,-234.44064,130.26003,-39.531033,19.348919,-6.7951365,-5.134988,-3.7098153,-4.0319524,-5.071555,-1.3709053,-7.7486467,-4.3807516,0.4702783,0.0025768508,classical
0.23666598,[69.83741554],1349.5622465655813,0.07925337151972157,-321.24756,136.29433,-28.28276,31.008644,0.5742582,0.23691241,0.6586137,-1.3397088,-0.058611777,-0.42391258,-6.176197,-0.14452073,-0.4549772,0.0019847234,classical
0.24420142,[161.49902344],1355.7633127675824,0.07083778941898686,-321.1392,134.57178,-18.24004,22.185543,0.42837247,-3.8020203,0.4877544,-1.1469616,-1.9024942,-0.10495498,-2.7560534,0.5838329,2.4930167,0.0034109103,classical
0.20812953,[143.5546875],1397.3892884939066,0.075862970079273,-269.7108,136.43422,-25.016579,26.403866,0.68106735,-5.372084,-1.109293,-1.498667,-0.17736825,-3.8057554,-9.296668,-3.1443982,1.6502775,0.0023273565,classical
0.27937976,[117.45383523],1285.3702594238277,0.06374241710170148,-360.83868,138.97086,-12.927217,33.778614,7.5961585,-1.7088121,1.027019,4.0721283,3.938996,0.94157827,0.5166481,4.6864805,3.336596,0.0035293614,classical
0.21630721,[129.19921875],1211.8707246042645,0.0709397507008894,-306.85605,152.84921,-27.586615,16.327555,-3.148807,-8.940591,-5.437477,-9.772418,-7.1042967,0.29831234,0.89340913,5.4443207,8.212006,0.0031953384,classical
0.23739636,[161.49902344],1360.1636476762342,0.0721379845804331,-289.74127,143.90283,-27.002756,24.065565,-1.1469277,-6.3004317,-2.745879,-3.524174,-3.0163457,-3.1469986,-7.264607,-1.6910163,3.0758982,0.0032616504,classical
0.2173621,[117.45383523],1171.477078803794,0.06086408787703016,-413.00116,138.53171,-19.246777,34.156403,8.985244,-4.2935634,4.1500463,0.8692794,3.081244,0.12008622,-4.0598016,3.7838356,5.919068,0.0018468411,classical
0.26036572,[172.265625],1340.8675515904304,0.07174562246229699,-238.74171,149.72977,-28.855423,28.25653,-0.80010945,-3.9364913,-2.1363714,-4.325534,-4.18362,-3.438125,-5.7532845,-0.09010243,2.5456483,0.002687062,classical
0.21900696,[161.49902344],812.1207958821843,0.048334934503093584,-477.94348,155.32089,12.7602215,5.5314426,2.3841317,-10.652273,-16.651352,-12.546622,-11.187111,-9.374714,-3.2156122,-2.7692902,-6.4778414,0.0061127907,classical
0.22509545,[67.99958882],715.8536806386724,0.041281857236078884,-552.1586,173.31636,26.347733,14.1246195,7.2601395,-7.080264,-5.8543334,-10.337285,-11.018615,-9.1995945,-8.825932,-4.930786,-3.6539578,0.0037524218,classical
0.21777761,[143.5546875],790.5070052979679,0.05208824258023975,-437.6044,170.93153,7.4195814,-3.083473,0.7893821,-11.128749,-12.522781,-6.907836,-5.858702,-8.461237,-8.481487,-8.339388,-7.378575,0.0031699077,classical
0.4380738,[143.5546875],973.5355866616919,0.03153360341744006,-549.5697,156.9653,6.631246,34.402447,13.249272,5.748277,5.0407815,-3.0072958,2.0624194,3.0736666,2.01758,3.2438076,5.6670165,0.0017352228,classical
0.2667711,[151.99908088],1214.3502552431812,0.06057444230955143,-374.65198,153.82292,-21.559772,20.833046,7.002672,-3.9453752,-2.5165148,-2.8052347,-4.2927785,-4.5061345,-5.7571154,-4.25979,-3.8456016,0.0018785436,classical
0.28263748,[112.34714674],1415.4129895873043,0.08737817514984532,-263.99594,142.11691,-51.378956,5.0166855,-20.275646,-17.12978,-16.075098,-20.311262,-15.04123,-9.737653,-8.4088335,-11.790934,-6.8859296,0.0021654624,classical
0.24480073,[117.45383523],853.0763810402855,0.050776340753093584,-338.83044,190.14246,-16.293915,3.7036424,-0.44072857,-8.890434,-10.38858,-16.360968,-13.284851,-10.792324,-8.643245,-8.279584,-4.624201,0.0017598488,classical
0.24573597,[112.34714674],1002.6849591662105,0.057944596505220415,-368.99612,171.87369,-27.293062,6.0049872,-0.16409573,-10.674203,-11.9248295,-10.194441,-11.368568,-10.507292,-8.375313,-9.789171,-5.0586824,0.003154926,classical
0.30974057,[107.66601562],1525.7917091607942,0.09158955372679814,-246.15865,149.42867,-41.988865,11.606256,-10.289648,-4.0193577,-7.1368546,-10.135562,-9.420322,-7.171843,-3.1583676,-5.640657,-2.586296,0.002999752,classical
0.31202316,[99.38401442],1356.2906973182814,0.07683462333236658,-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.989011,-9.791544,-8.29952,-4.2436934,-2.8717248,-5.970813,-4.0241084,0.0032748627,classical
0.27436775,[123.046875],877.3225402716945,0.05104483879543697,-392.925,190.73505,-13.30989,8.256798,1.556012,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.6211743,-10.071729,-4.8217816,0.0018674077,classical
0.29441762,[103.359375],1304.1427959179266,0.07056627030162413,-299.62308,157.25868,-37.329967,15.76609,-5.7509174,-4.4520483,-6.8125167,-10.72881,-9.877374,-8.156403,-5.426561,-7.837365,-2.7309942,0.0025696491,classical
0.21728311,[99.38401442],2423.3323353649416,0.16665269419470224,-301.9321,57.551674,-59.138557,33.53785,-20.924202,17.733927,-0.6399964,49.018707,19.130726,27.11223,-17.640003,-0.28261364,-3.750939,0.0024857458,classical
0.21940403,[95.703125],2172.3382154638084,0.15196460508507348,-326.38028,85.908844,-42.970146,31.839684,-19.570826,9.9973955,-16.449766,9.995578,-8.598667,25.513878,6.546204,16.401815,3.4843893,0.002022588,classical
0.22592382,[92.28515625],2192.5069045226314,0.15240530440351896,-251.23933,88.76645,-41.775455,37.914806,-12.039209,21.623262,-5.8672247,25.71373,-5.204475,14.297369,-7.54923,10.474768,-4.9246387,0.0023045857,classical
0.181111,[95.703125],1807.9280823768647,0.13096813370069604,-299.6929,103.63919,-27.674162,51.015617,12.293651,16.498365,-10.951071,-0.887635,3.8555367,12.946044,-12.41085,2.478124,5.183284,0.00210441,classical
0.22694331,[135.99917763],1623.7580253062436,0.10824964955529776,-207.42522,117.61352,-41.420906,13.249367,-1.6709114,15.538312,-10.338402,-1.8724031,-12.771744,6.9996586,-0.77371377,2.0700433,-8.253666,0.002900551,classical
0.36881214,[184.5703125],1423.5649269846945,0.07011877356438515,-385.87155,128.65533,-26.71042,39.469887,-2.1612146,16.753073,-5.728032,14.715788,-3.0880718,12.3004465,-5.8861976,2.797903,3.6902454,0.002142574,classical
0.22768864,[86.1328125],1800.8758120131474,0.12435424521461717,-422.54468,89.863014,-18.73295,37.771908,6.006347,4.1578536,-1.9991797,12.114277,4.164937,13.789986,2.8316233,5.892905,6.113412,0.002261041,classical
0.29294565,[135.99917763],1933.7503480662401,0.11757193179621037,-203.65866,111.14665,-51.54852,39.4677,-10.575403,11.908858,-13.1665745,15.140764,-7.2812214,13.376247,-7.3036685,3.8474364,-3.7815683,0.0021316789,classical
0.22228573,[103.359375],1494.4657470360255,0.08590993269044857,-280.7058,122.70871,-14.398484,26.855293,1.342496,5.994597,-13.109008,3.3745084,-11.562682,5.1796885,-1.0512307,2.7557733,0.0577943,0.0023058336,classical
0.2899613,[184.5703125],1952.6079332127845,0.12342262120552977,-287.6037,101.75817,-35.345406,41.28016,-12.727131,17.276148,-13.967989,16.304947,-5.592962,13.65411,-8.788416,-0.053095203,-13.757536,0.0034642299,classical
0.3338999,[95.703125],1525.0760420116658,0.08068536107888631,-378.6962,126.49836,-18.83014,42.88959,-14.325575,25.359526,-14.636545,18.717955,-10.184204,21.119013,4.4280825,18.228247,-10.292282,0.0022538246,classical
0.44557777,[117.45383523],2298.1112240567795,0.09652545382318953,-111.09919,94.025856,12.438059,16.629438,8.1260395,15.663839,-1.4103329,7.014441,0.9597832,-1.4994509,-3.0789328,-5.098986,-3.715649,0.0045532743,disco
0.41056672,[117.45383523],3292.704549878069,0.1885523173483103,-29.0431,51.860497,-7.5676084,21.507437,8.141378,18.118086,6.8945746,6.569047,0.7113645,11.159763,-1.816327,1.63559,-2.59119,0.0028096389,disco
0.41199332,[92.28515625],3592.2181145867817,0.153338438950116,-53.1693,57.173717,21.160828,11.305263,18.118341,1.6628118,0.3451027,2.3239794,-5.1052694,2.747911,3.1522436,-5.5144777,-3.1615028,0.003357044,disco
0.4951672,[129.19921875],3045.783197240785,0.1495607339559387,-44.433094,52.32051,3.242855,43.93931,12.584174,24.506044,4.923503,15.30651,2.041092,10.386366,-1.4623228,8.834608,0.4166824,0.0033894042,disco
0.38212395,[123.046875],3328.4809117165955,0.16901441959106728,-83.55509,64.49134,5.6444163,2.70193,0.78633994,6.1651754,1.8841151,1.9749736,-1.8108131,1.8658113,2.4624798,-0.22272581,2.9572232,0.003263117,disco
0.44803378,[107.66601562],2722.8382056047735,0.1446281579262452,-24.816133,73.69842,-11.7444935,28.304634,6.2917438,2.1907132,8.419229,12.195894,-4.057585,13.498219,1.8683927,-0.9259459,0.5338901,0.0030205646,disco
0.47404167,[123.046875],2848.395241985928,0.16364521401295437,-14.574817,65.19933,-19.888517,31.502684,-4.814699,11.8655615,9.996404,5.9602337,-3.8007708,9.38057,-4.387615,3.3392262,-4.4454346,0.002853726,disco
0.43158323,[129.19921875],3099.082005849926,0.1402915488447409,-53.432594,56.165604,-6.337501,31.602524,4.648096,16.339651,4.1082096,1.8778182,-0.38534993,2.4980185,-0.5452888,0.96003777,0.49098662,0.003753496,disco
0.45429057,[123.046875],2801.719944106093,0.1643124669216705,-32.569878,65.03629,-26.761168,30.300564,5.697337,11.660783,-2.227687,10.421782,-2.373412,5.365474,-3.8786147,-0.8631799,-0.21064341,0.0032336647,disco
0.44217622,[129.19921875],3016.9654959671584,0.1706677028953983,-68.92688,63.117622,-15.855327,28.002327,8.173502,7.323385,-4.9316792,9.490028,-0.974049,-1.5963366,-6.184394,-3.9365966,-1.1669567,0.0043271803,disco
0.4376821,[107.66601562],2877.4074655436298,0.15030263619006187,-6.7652006,61.12942,-16.672161,27.438726,7.734437,16.013573,4.646263,11.44598,0.34369332,9.835787,3.1894264,5.0318027,-1.8564004,0.0027832752,disco
0.3735347,[95.703125],3132.9752097469195,0.1309711547757154,-41.31514,62.78868,7.3239293,12.122528,6.358506,9.253,3.064216,13.849786,0.15274541,8.056879,-2.6997385,-7.2205544,-3.241377,0.0033109575,disco
0.42836955,[112.34714674],2737.358914673473,0.1314991138599537,-57.955585,68.42821,-15.226618,23.4141,14.886023,13.217155,2.1807866,12.793449,0.0489805,12.763609,0.007023682,3.38002,0.8436664,0.0034989207,disco
0.42159122,[184.5703125],3391.3650850232443,0.1595289992991106,-40.076855,56.219803,23.692863,31.93953,2.454801,2.5702763,-2.4864342,3.1007562,1.8817091,3.3470368,-0.00181484,-1.5163457,-2.451519,0.003479723,disco
0.43621337,[103.359375],3087.483970853388,0.156306688999613,-23.927662,61.220757,-0.9586992,25.331013,0.39423466,6.0302544,2.4890816,6.189192,-0.32926697,9.696876,-5.5078354,1.061818,-2.4369648,0.0029541778,disco
0.41476554,[123.046875],2362.4116318966007,0.09022704889307812,-46.762787,103.70078,22.12663,9.223701,2.2584798,-4.7948833,4.7989955,0.9515378,-9.411774,-1.0667286,-0.8673272,-5.279599,-1.7630391,0.004089209,disco
