Chroma,Tempo,Spectral_Centroid,Zero_Crossing_Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Rhythmic_Regularity,Segment_File_Name,Label,Cluster,Predicted_Label,PCA1,PCA2
0.21634166,161.49902344,804.3758632691662,0.0411807789522058,-331.04514,164.28432,5.893348,9.610707,5.0929866,-13.627192,-19.470263,-16.222885,-17.40905,-17.216797,-11.291373,-9.784059,-13.298151,0.0020909351,"Anja Lechner, François Couturier - Vague  E la nave va_segment_90_120.wav",classical,2,classical,-6.82713470571371,1.2597131455773685
0.1964583,117.45383523,842.3364632978851,0.0442514330979102,-335.21255,159.42215,9.247437,6.3514795,2.2166698,-13.575108,-19.81831,-18.006023,-17.815659,-16.560003,-11.762744,-8.239068,-9.763985,0.0021720733,"Anja Lechner, François Couturier - Vague  E la nave va_segment_120_150.wav",classical,2,classical,-6.803355618175208,1.3171664554184563
0.22063617,112.34714674,762.8464901367222,0.0387888810952012,-348.90427,171.33173,6.714041,10.610626,6.781476,-14.998617,-19.560606,-15.568789,-16.513641,-17.676994,-12.105567,-10.047135,-13.8703375,0.0020635247,"Anja Lechner, François Couturier - Vague  E la nave va_segment_150_180.wav",classical,2,classical,-6.9742131095213225,1.1309541745216594
0.20151472,123.046875,566.5972433888252,0.0413160766979489,-481.75977,176.19897,50.384686,1.0195184,-0.33882692,-6.975264,-13.963221,-14.373351,-12.336809,-8.547268,-4.024094,-0.85490733,-1.0596852,0.0048282663,"Anja Lechner, François Couturier - Vague  E la nave va_segment_180_210.wav",classical,2,classical,-5.087963709655719,-0.897817611236642
0.2406978,117.45383523,483.33256718584494,0.0343198982923761,-436.445,193.49222,52.784782,4.4696,7.728929,1.3133142,-7.300098,-9.504532,-9.57723,-8.337464,-3.9579291,1.568313,2.3314881,0.0047349078,"Anja Lechner, François Couturier - Vague  E la nave va_segment_210_240.wav",classical,2,classical,-3.916960145135995,-2.16850298619856
0.22921044,117.45383523,773.3130837765008,0.0455394071691176,-355.6419,165.4285,25.326874,11.7044735,0.5001053,-6.3611035,-7.772736,-5.93519,-9.844755,-9.900301,-7.662339,-6.7107334,-7.2474875,0.0026228626,"Anja Lechner, François Couturier - Vague  E la nave va_segment_240_270.wav",classical,2,classical,-4.6138591310397405,-0.16631928132596258
0.23955807,129.19921875,627.3103892369302,0.0370394585671439,-358.86783,179.15076,33.614273,11.685439,7.1959248,-2.0321465,-6.843567,-8.419457,-11.638309,-13.083545,-8.654513,-3.9110806,-4.904615,0.003393986,"Anja Lechner, François Couturier - Vague  E la nave va_segment_270_300.wav",classical,2,classical,-4.694148056959349,-0.9611474797038427
0.25632843,135.99917763,513.3592778457976,0.0384109544311145,-360.3318,199.95598,43.458954,1.1663193,5.8502,0.021165688,-4.849988,-6.7551866,-8.706673,-9.224299,-6.398009,-2.0135045,-0.9516623,0.0044416543,"Anja Lechner, François Couturier - Vague  E la nave va_segment_300_330.wav",classical,2,classical,-4.10981219219257,-1.6611627028156017
0.2122348,123.046875,739.0428177136573,0.045057172745743,-353.97177,173.55019,25.31748,12.538902,6.8791385,-6.3011575,-9.773158,-6.9442377,-8.906554,-11.69095,-8.906062,-5.994108,-6.1571016,0.0029795768,"Anja Lechner, François Couturier - Vague  E la nave va_segment_330_360.wav",classical,2,classical,-4.791327201379306,-0.4900168951304818
0.19072104,123.046875,664.9586909184958,0.0418943044940015,-386.76312,163.30635,35.0569,12.309492,2.6125314,-8.186223,-8.741159,-10.430684,-13.133611,-10.914237,-4.9693303,-0.2866331,-1.6738374,0.0038727848,"Anja Lechner, François Couturier - Vague  E la nave va_segment_360_390.wav",classical,2,classical,-4.56768173507306,-0.7069299240067495
0.36569798,69.83741554,838.92503113574,0.0292346352025082,-519.8747,123.98106,48.00149,13.102177,9.564989,5.367018,-0.37220222,-2.4229658,-3.7491913,-5.0859976,-3.2813015,1.6182745,4.4996367,0.0056712623,"Anja Lechner, François Couturier - Vague  E la nave va_segment_390_420.wav",classical,2,classical,-1.8477754227746939,-2.526002236300153
0.2539194,99.38401442,817.1059388751241,0.0396176742695433,-382.39734,176.07057,1.5959324,25.876705,0.1881592,0.0046549225,-1.3973178,-6.8247404,-4.1731668,-4.0356097,-7.141041,-3.5833974,-1.0831441,0.0026651404,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_0_30.wav",classical,2,classical,-3.099568172574182,-0.8315465542913629
0.26441997,107.66601562,709.0934904504417,0.0386925097958591,-331.96155,199.17255,-0.89602405,31.465242,-3.4040377,1.101166,-3.420283,-6.587466,-2.7130284,-1.5213794,-3.260287,-2.1761348,-5.5393286,0.0028361913,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_30_60.wav",classical,2,classical,-2.878689788181265,-0.721995760360707
0.2546724,107.66601562,724.2317016663177,0.0390594765866873,-336.8558,193.76076,4.2401814,32.12223,-4.269468,0.13514067,-1.4553542,-5.160844,-2.1797945,-3.6304936,-6.888442,-4.016519,-6.81798,0.0027679182,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_60_90.wav",classical,2,classical,-3.191715697200603,-0.6080720894812947
0.24886522,112.34714674,817.3853634135954,0.0426032949158281,-304.31027,184.46265,2.944689,28.765528,-5.071751,-2.985223,-4.1323466,-5.1894016,-2.804984,-3.033793,-7.0125504,-4.705133,-8.015155,0.002583588,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_90_120.wav",classical,1,classical,-3.3857491769947057,-0.12979082738932182
0.22956581,92.28515625,678.3563994158014,0.0373334855118034,-372.69363,189.41777,14.317965,25.901104,2.4319534,-2.3821228,-1.4091407,-6.5883594,-4.0334086,-3.0460048,-6.1189218,-5.134013,-5.405312,0.0029173393,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_120_150.wav",classical,2,classical,-3.5108265498788693,-1.0570623074175798
0.34917876,99.38401442,645.3894494661222,0.0257190432710913,-452.71313,161.6011,21.49629,25.41957,8.347538,2.81455,3.859473,0.36875117,2.5392096,-0.7251636,-3.1319094,-1.4836687,-1.3481932,0.0028641287,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_150_180.wav",classical,2,classical,-1.6119292002284953,-2.3905158551196144
0.7428321,161.49902344,1041.581936967073,0.0114874588815789,-850.8922,97.421715,45.603992,20.604687,33.801872,28.40065,20.506973,14.921338,13.751082,16.403725,11.306759,10.828032,2.7094374,0.019003572,"Anonymous, Miloš Karadaglić, English Chamber Orchestra, Paul Watkins - Jeux Interdits- Spanish Romance (Arr. for Guitar and Orchestra)_segment_180_210.wav",classical,0,techno,4.345875995227422,-6.54652807855989
0.3264055,129.19921875,1429.5610487669635,0.0650472257159442,-245.43895,131.36707,-5.292689,38.083492,3.8078942,5.1820865,1.1943922,6.9011216,3.6125276,4.2029,-6.941511,-10.250212,-10.981564,0.00340005,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_0_30.wav",classical,1,classical,-1.1303361188959065,-0.13709935766822093
0.2632128,123.046875,1472.6339048252885,0.0699927740421826,-274.728,130.58514,-18.766935,34.964783,0.8509803,-0.80833185,-2.8102765,6.116322,-0.622246,1.0476501,-10.118976,-12.606246,-13.2775345,0.0036433155,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_30_60.wav",classical,1,classical,-2.3921928301578754,0.8949377970812464
0.27091843,129.19921875,1622.0701056623814,0.0848732585139318,-236.59676,121.828255,-16.046736,32.747334,-2.244561,1.6700288,-3.4606147,5.6149254,-2.300522,1.0217652,-6.8001432,-5.499447,-7.8442383,0.0025558025,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_60_90.wav",classical,1,classical,-1.5205991044786482,0.9080929331522147
0.27733177,92.28515625,1467.322573910645,0.0766639355166408,-286.9008,124.9567,-6.5065064,30.849972,2.5995889,0.5018646,1.106255,7.7191973,1.5412059,3.7294703,-4.9680796,-3.4776936,-1.6406102,0.0026266822,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_90_120.wav",classical,3,rock,-0.753380610961651,-0.30132290140834944
0.30517396,123.046875,1467.6028210591332,0.0630026424632353,-256.87015,127.769264,0.87977654,32.38672,1.3268095,3.485567,-4.0036364,3.0343523,-1.321677,2.4907358,-1.5415441,-0.84785825,-1.971474,0.0031507446,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_120_150.wav",classical,1,classical,-0.8612649332313298,-0.3484406051950201
0.25677183,107.66601562,1598.7101474455949,0.0867628918343653,-275.0789,119.70544,-7.0608463,34.536808,-1.6385899,0.19016753,-5.0237494,4.2617445,-0.8343761,3.32126,-5.1593714,-6.839924,-6.2690263,0.002638288,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_150_180.wav",classical,1,classical,-1.5069367874502804,0.6418390942950298
0.2634921,117.45383523,1603.3035809651892,0.0824666215170278,-257.83835,114.43886,-13.741459,32.590744,0.0655262,2.9282305,2.3113549,6.824556,-0.5114072,5.2387123,-2.7838728,-2.4068244,-1.8275169,0.002523667,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_180_210.wav",classical,3,rock,-0.3786636825582327,0.018866496411369272
0.19966263,123.046875,1348.5810861782247,0.0663333101538312,-477.08234,116.19247,-25.828493,39.06191,-3.1202836,1.0721843,4.973107,6.413113,-1.1457032,10.164214,-3.3472042,0.85395175,2.6223474,0.0017909872,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_210_240.wav",classical,3,rock,-0.3458840912956584,-0.4707916358279986
0.21824129,123.046875,1295.805004530661,0.0689028335429566,-418.5719,134.65388,-26.30551,30.91708,-3.251735,-8.951644,-3.5131366,-2.526117,-3.2151144,6.1265063,-4.021117,5.220495,14.087867,0.0018174894,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_240_270.wav",classical,1,classical,-1.0635364185916805,-0.31166091842971716
0.37511265,129.19921875,1268.6192931748224,0.0540911317240712,-297.17984,107.373924,6.1396704,34.137447,8.024857,8.772236,3.9520872,9.88961,4.675642,5.4627275,-4.411939,-5.3603578,-3.0445688,0.0038531837,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_270_300.wav",classical,3,rock,0.07453633684720352,-1.3022216250498424
0.5980853,123.046875,1039.1404870411425,0.01525390625,-744.2024,116.128815,51.44754,43.612606,25.5858,16.599733,4.615342,7.684742,4.469528,10.018104,3.6416667,7.738038,8.088673,0.029447196,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_300_330.wav",classical,0,techno,1.9240191759556582,-5.069943586934797
0.2726716,151.99908088,1808.1982468599049,0.090659315741099,-331.77563,106.31698,-13.56445,37.923893,-0.17186423,10.788585,-1.4095808,6.513671,-4.340338,-1.217789,-0.23505923,5.4796243,3.120859,0.0021264355,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_0_30.wav",classical,3,rock,0.14331586996150045,-0.18433019482408217
0.23265342,143.5546875,1458.3487463364654,0.0881256953850619,-286.913,135.69212,-18.215847,30.41897,7.319394,-5.225718,14.095632,-7.5308275,-15.959671,-1.34215,-8.399223,8.354393,12.121322,0.0018972805,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_30_60.wav",classical,1,classical,-1.2226715405186896,-0.55660268756381
0.23038396,151.99908088,1494.4431890462097,0.0870217715992647,-288.1971,133.8676,-18.584637,24.192219,3.5018334,-3.608071,10.216213,-3.4259827,-11.04906,2.9338925,-5.61826,4.906144,3.1107848,0.0019304731,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_60_90.wav",classical,1,classical,-1.195501567604172,-0.09725743020213853
0.237366,143.5546875,1425.178032555271,0.077327196812113,-294.7223,139.35072,-20.56224,33.48394,8.345457,-6.849719,7.290346,-4.2977266,-8.637793,4.743616,-2.8261604,9.0786705,1.2184918,0.0019515202,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_90_120.wav",classical,1,classical,-0.8644568011046678,-0.43468182831233054
0.2464017,143.5546875,1530.3284255372373,0.0829586820336687,-268.64273,127.21292,-21.90522,36.22052,3.7053676,-7.446869,-1.8828057,-6.321609,-11.285154,0.9256807,1.8647358,9.511308,3.7244635,0.0019079206,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_120_150.wav",classical,1,classical,-1.0310313806601727,0.15490790211754774
0.27289364,151.99908088,1860.542557890928,0.10106460691437,-300.95612,105.958786,-16.125149,35.57195,-1.321623,10.413937,-3.7939997,4.425284,-4.6778626,-0.925047,-6.4981084,-0.13010885,-2.841222,0.003296012,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_150_180.wav",classical,1,classical,-0.8082516985051225,0.7242951608376001
0.24986793,123.046875,639.3964874210556,0.0449615572997291,-337.09906,228.60384,18.290949,-10.66218,7.290681,-5.526584,-9.445119,-6.0668907,-6.7745304,-5.4610724,-6.317464,-8.487523,-7.6712766,0.0034141461,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_0_30.wav",classical,2,classical,-4.9271489925938186,-0.7474811764441271
0.2244452,95.703125,626.1089911052495,0.048980807372291,-326.72543,204.988,30.258324,-11.523546,2.6372526,-2.6880798,-8.508189,-6.201079,-5.773324,-7.7835116,-10.236927,-9.973212,-6.3709025,0.0040855817,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_30_60.wav",classical,2,classical,-5.093538787525649,-0.5531528021823019
0.1992688,92.28515625,687.3697065042945,0.0443916438902863,-406.5955,164.39162,34.61195,-5.9841847,-5.3278155,-8.570074,-13.086376,-11.473591,-5.827357,-3.0160737,-4.721654,-6.0751066,-4.461068,0.0048992475,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_60_90.wav",classical,2,classical,-4.777060127954382,-0.15274426532042187
0.3712506,40.37475586,1193.89995846979,0.0537922127016129,-511.70297,117.20978,43.83994,11.699062,5.9558325,2.486329,-0.31324747,-2.574621,-5.281574,-7.2488394,-7.8281097,-7.6348968,-5.623464,0.010561148,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_90_120.wav",classical,2,classical,-2.9916338020095035,-1.0829343704261902
0.33278975,103.359375,1697.258606719049,0.0867371928212074,-247.23213,126.78993,-24.514229,30.25462,-0.9223865,0.053056203,-5.806013,0.8035622,-5.754647,-1.2677813,-5.946538,1.4925857,-0.2206653,0.002355529,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_0_30.wav",classical,1,classical,-1.25826789687811,0.8397629397492282
0.28546667,103.359375,2003.952698683016,0.1126576710042569,-154.2705,109.626305,-34.31795,20.061571,-5.508746,1.5577381,-6.5509715,-0.34151077,-7.4976683,0.016989788,-5.700884,-0.27949426,-5.5067387,0.0020514713,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_30_60.wav",classical,1,classical,-1.4450579789258422,2.125649136226487
0.30524126,99.38401442,1923.707630906653,0.1010557003434597,-136.1167,112.274796,-31.889612,21.689692,-4.8387733,2.9279382,-6.6814046,0.39783958,-8.443161,0.056104183,-8.340818,-0.82642865,-3.2851367,0.0018870302,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_60_90.wav",classical,1,classical,-1.482395153260376,1.921789898720448
0.29261827,99.38401442,2264.239987930512,0.1291458555050309,-111.23363,95.54042,-31.785978,16.172153,-7.021691,3.6250808,-7.5274177,-0.41331497,-9.658179,-0.69571203,-6.845239,-0.4629955,-4.8211703,0.0020484643,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_90_120.wav",classical,1,classical,-1.3566576491560638,2.633874460151625
0.3493866,198.76802885,2114.67578699822,0.1115438771802325,-191.33817,100.186424,-22.569252,18.348354,-4.2171474,3.9810069,-4.2709975,1.0551156,-6.498594,1.5489659,-3.3226156,0.27105016,-5.711136,0.006055676,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_120_150.wav",classical,1,classical,-0.7638003010483717,1.6336038810227291
0.29396012,56.17357337,555.0059800082932,0.0243826945868808,-515.44305,152.86476,52.803177,14.03737,10.793809,15.99249,13.966543,3.50413,-6.5642076,-6.149857,3.098646,12.977996,16.59358,0.004063353,"Arvo Pärt, Alexander Malter - Für Alina_segment_0_30.wav",classical,0,techno,-0.07332430523271082,-4.51383583176357
0.27315947,117.45383523,612.9000810084306,0.0430896865325077,-426.45004,153.23262,44.581055,3.0410266,11.104675,16.308361,8.714884,-0.272946,-5.514233,-3.2547355,8.297642,16.574856,12.885802,0.0078353,"Arvo Pärt, Alexander Malter - Für Alina_segment_30_60.wav",classical,0,techno,0.14016489234025145,-3.943212179414894
0.25807735,86.1328125,577.9144453660446,0.0329423556017801,-462.66516,164.37418,45.843197,0.9066217,7.5570526,15.552323,11.044037,2.9823294,1.1492468,2.690661,2.6005251,6.109902,12.108575,0.005850169,"Arvo Pärt, Alexander Malter - Für Alina_segment_60_90.wav",classical,0,techno,-0.2457642090067657,-3.9826580064586548
0.3809068,92.28515625,494.03852709963246,0.0216223182323916,-484.74332,140.11806,54.87909,12.63728,10.955998,14.33364,9.664589,2.2319987,-0.39886776,3.2607973,8.861446,12.2543955,12.598784,0.005166924,"Arvo Pärt, Alexander Malter - Für Alina_segment_90_120.wav",classical,0,techno,0.8179012164726093,-4.521313059165137
0.28687248,48.75442217,475.2612259051854,0.0205146151799535,-493.81302,154.87788,65.58901,28.020832,20.673998,13.567861,7.9782248,4.380606,-2.2202744,-6.687079,-2.8667817,4.429178,8.9018,0.006016539,"Arvo Pärt, Alexander Malter - Für Alina_segment_120_150.wav",classical,2,classical,-1.0073723469028357,-4.538792079087631
0.25115758,103.359375,679.6402744720258,0.0396312796294504,-441.03424,135.61436,37.676792,5.4225273,14.475883,15.867735,6.6748214,-0.78156257,-4.5250773,-2.162479,7.8715158,15.614267,14.149216,0.006560025,"Arvo Pärt, Alexander Malter - Für Alina_segment_150_180.wav",classical,0,techno,0.2183292634537745,-3.897515376335985
0.21942542,107.66601562,682.345954581571,0.0440099379595588,-412.70224,146.70543,34.569546,-6.423609,2.784799,10.715951,6.631877,0.39841855,-1.2369164,0.22362015,2.58579,7.039024,12.103839,0.0077653597,"Arvo Pärt, Alexander Malter - Für Alina_segment_180_210.wav",classical,2,classical,-0.778897698025975,-2.903978414279305
0.35519424,89.10290948,535.7390824771388,0.02261815499226,-480.2143,148.76184,51.75578,16.469318,19.302475,16.768347,6.882736,-0.91739607,-1.2167861,5.939858,11.822741,9.992968,6.7336907,0.006134043,"Arvo Pärt, Alexander Malter - Für Alina_segment_210_240.wav",classical,0,techno,0.5885073990320533,-4.61994185708523
0.23827492,117.45383523,566.323020466406,0.0382563824255031,-378.8521,147.06499,43.13951,5.257195,18.751858,26.085463,13.617309,-1.9685023,-10.143097,-9.993989,-3.4761245,1.3088741,-1.8483238,0.008345412,"Arvo Pärt, Alexander Malter - Für Alina_segment_240_270.wav",classical,2,classical,-1.8780595309348984,-3.253335105460179
0.2513359,92.28515625,565.1428132090309,0.0316838598103715,-411.95715,134.21924,50.15157,18.0436,20.62236,20.241713,10.7610655,1.298642,-4.6190267,-8.112973,-7.4181185,-2.8634439,1.6048864,0.008631235,"Arvo Pärt, Alexander Malter - Für Alina_segment_270_300.wav",classical,2,classical,-1.7715964794023804,-3.4905700449774644
0.28635228,71.77734375,581.7926605976263,0.0265138230456656,-430.59366,131.67383,43.03936,8.400175,15.97589,20.93656,11.741865,0.15656765,-2.762924,-0.0698776,-0.3288626,-0.50927246,2.5059338,0.0077864197,"Arvo Pärt, Alexander Malter - Für Alina_segment_300_330.wav",classical,2,classical,-0.8643846444644486,-3.5814583488312715
0.23286809,56.17357337,543.4147058918147,0.0311664782072368,-441.88342,138.8801,61.11629,17.411127,10.262956,13.591719,13.237099,5.1368484,-5.636981,-10.0933695,-5.37188,4.924603,12.792485,0.008305354,"Arvo Pärt, Alexander Malter - Für Alina_segment_330_360.wav",classical,2,classical,-1.1967923298777392,-3.8324376833571665
0.2345236,103.359375,680.7673434983386,0.0376452750096749,-402.7201,117.75017,34.501072,2.4493258,5.3883424,8.354671,4.5209627,-3.5868134,-7.43697,-0.5060302,11.746572,20.035397,19.851683,0.008949667,"Arvo Pärt, Alexander Malter - Für Alina_segment_360_390.wav",classical,0,techno,0.39754651958393833,-3.360839595208797
