Chroma,Tempo,Spectral_Centroid,Zero_Crossing_Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Rhythmic_Regularity,Segment_File_Name,Label
0.19966263,[123.046875],1348.5810861782247,0.06633331015383127,-477.08234,116.19247,-25.828493,39.06191,-3.1202836,1.0721843,4.973107,6.413113,-1.1457032,10.164214,-3.3472042,0.85395175,2.6223474,0.0017909872,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_210_240.wav",classical
0.21824129,[123.046875],1295.8050045306613,0.06890283354295666,-418.5719,134.65388,-26.30551,30.91708,-3.251735,-8.951644,-3.5131366,-2.526117,-3.2151144,6.1265063,-4.021117,5.220495,14.087867,0.0018174894,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_240_270.wav",classical
0.37511265,[129.19921875],1268.6192931748224,0.054091131724071206,-297.17984,107.373924,6.1396704,34.137447,8.024857,8.772236,3.9520872,9.88961,4.675642,5.4627275,-4.411939,-5.3603578,-3.0445688,0.0038531837,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_270_300.wav",classical
0.5980853,[123.046875],1039.1404870411425,0.01525390625,-744.2024,116.128815,51.44754,43.612606,25.5858,16.599733,4.615342,7.684742,4.469528,10.018104,3.6416667,7.738038,8.088673,0.029447196,"Antonio Vivaldi - 12 Violin Concertos, Op.8 'Il cimento dell'armonia e dell' invenzione'  Concerto No. 3 in F Major for solo violin, 'L'Autunno' - RV293- 1. Allegro_segment_300_330.wav",classical
0.2726716,[151.99908088],1808.1982468599047,0.09065931574109908,-331.77563,106.31698,-13.56445,37.923893,-0.17186423,10.788585,-1.4095808,6.513671,-4.340338,-1.217789,-0.23505923,5.4796243,3.120859,0.0021264355,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_0_30.wav",classical
0.23265342,[143.5546875],1458.3487463364654,0.08812569538506192,-286.913,135.69212,-18.215847,30.41897,7.319394,-5.225718,14.095632,-7.5308275,-15.959671,-1.34215,-8.399223,8.354393,12.121322,0.0018972805,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_30_60.wav",classical
0.23038396,[151.99908088],1494.4431890462095,0.0870217715992647,-288.1971,133.8676,-18.584637,24.192219,3.5018334,-3.608071,10.216213,-3.4259827,-11.04906,2.9338925,-5.61826,4.906144,3.1107848,0.0019304731,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_60_90.wav",classical
0.237366,[143.5546875],1425.1780325552713,0.077327196812113,-294.7223,139.35072,-20.56224,33.48394,8.345457,-6.849719,7.290346,-4.2977266,-8.637793,4.743616,-2.8261604,9.0786705,1.2184918,0.0019515202,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_90_120.wav",classical
0.2464017,[143.5546875],1530.3284255372373,0.08295868203366873,-268.64273,127.21292,-21.90522,36.22052,3.7053676,-7.446869,-1.8828057,-6.321609,-11.285154,0.9256807,1.8647358,9.511308,3.7244635,0.0019079206,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_120_150.wav",classical
0.27289364,[151.99908088],1860.542557890928,0.10106460691437008,-300.95612,105.958786,-16.125149,35.57195,-1.321623,10.413937,-3.7939997,4.425284,-4.6778626,-0.925047,-6.4981084,-0.13010885,-2.841222,0.003296012,"Antonio Vivaldi, Emma Kirkby, Academy of Ancient Music, Christopher Hogwood - Nulla in mundo pax, R.630- 1. Nulla in mundo pax sincera_segment_150_180.wav",classical
0.24986793,[123.046875],639.3964874210556,0.0449615572997291,-337.09906,228.60384,18.290949,-10.66218,7.290681,-5.526584,-9.445119,-6.0668907,-6.7745304,-5.4610724,-6.317464,-8.487523,-7.6712766,0.0034141461,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_0_30.wav",classical
0.2244452,[95.703125],626.1089911052495,0.04898080737229102,-326.72543,204.988,30.258324,-11.523546,2.6372526,-2.6880798,-8.508189,-6.201079,-5.773324,-7.7835116,-10.236927,-9.973212,-6.3709025,0.0040855817,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_30_60.wav",classical
0.1992688,[92.28515625],687.3697065042945,0.04439164389028638,-406.5955,164.39162,34.61195,-5.9841847,-5.3278155,-8.570074,-13.086376,-11.473591,-5.827357,-3.0160737,-4.721654,-6.0751066,-4.461068,0.0048992475,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_60_90.wav",classical
0.3712506,[40.37475586],1193.89995846979,0.053792212701612906,-511.70297,117.20978,43.83994,11.699062,5.9558325,2.486329,-0.31324747,-2.574621,-5.281574,-7.2488394,-7.8281097,-7.6348968,-5.623464,0.010561148,"Aram Khachaturian, Jean-Yves Thibaudet - Adagio of Spartacus and Phrygia (Transcr. E. Khachaturian for Solo Piano) - Excerpt_segment_90_120.wav",classical
0.33278975,[103.359375],1697.258606719049,0.08673719282120743,-247.23213,126.78993,-24.514229,30.25462,-0.9223865,0.053056203,-5.806013,0.8035622,-5.754647,-1.2677813,-5.946538,1.4925857,-0.2206653,0.002355529,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_0_30.wav",classical
0.28546667,[103.359375],2003.9526986830158,0.11265767100425697,-154.2705,109.626305,-34.31795,20.061571,-5.508746,1.5577381,-6.5509715,-0.34151077,-7.4976683,0.016989788,-5.700884,-0.27949426,-5.5067387,0.0020514713,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_30_60.wav",classical
0.30524126,[99.38401442],1923.7076309066533,0.10105570034345976,-136.1167,112.274796,-31.889612,21.689692,-4.8387733,2.9279382,-6.6814046,0.39783958,-8.443161,0.056104183,-8.340818,-0.82642865,-3.2851367,0.0018870302,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_60_90.wav",classical
0.29261827,[99.38401442],2264.239987930512,0.12914585550503097,-111.23363,95.54042,-31.785978,16.172153,-7.021691,3.6250808,-7.5274177,-0.41331497,-9.658179,-0.69571203,-6.845239,-0.4629955,-4.8211703,0.0020484643,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_90_120.wav",classical
0.3493866,[198.76802885],2114.6757869982202,0.11154387718023256,-191.33817,100.186424,-22.569252,18.348354,-4.2171474,3.9810069,-4.2709975,1.0551156,-6.498594,1.5489659,-3.3226156,0.27105016,-5.711136,0.006055676,"Aram Khachaturian, London Symphony Orchestra, Stanley Black - Masquerade (Suite)- 1. Waltz - Excerpt_segment_120_150.wav",classical
0.29396012,[56.17357337],555.0059800082932,0.024382694586880804,-515.44305,152.86476,52.803177,14.03737,10.793809,15.99249,13.966543,3.50413,-6.5642076,-6.149857,3.098646,12.977996,16.59358,0.004063353,"Arvo Pärt, Alexander Malter - Für Alina_segment_0_30.wav",classical
0.27315947,[117.45383523],612.9000810084306,0.04308968653250774,-426.45004,153.23262,44.581055,3.0410266,11.104675,16.308361,8.714884,-0.272946,-5.514233,-3.2547355,8.297642,16.574856,12.885802,0.0078353,"Arvo Pärt, Alexander Malter - Für Alina_segment_30_60.wav",classical
0.25807735,[86.1328125],577.9144453660446,0.03294235560178019,-462.66516,164.37418,45.843197,0.9066217,7.5570526,15.552323,11.044037,2.9823294,1.1492468,2.690661,2.6005251,6.109902,12.108575,0.005850169,"Arvo Pärt, Alexander Malter - Für Alina_segment_60_90.wav",classical
0.3809068,[92.28515625],494.03852709963246,0.021622318232391642,-484.74332,140.11806,54.87909,12.63728,10.955998,14.33364,9.664589,2.2319987,-0.39886776,3.2607973,8.861446,12.2543955,12.598784,0.005166924,"Arvo Pärt, Alexander Malter - Für Alina_segment_90_120.wav",classical
0.28687248,[48.75442217],475.2612259051854,0.02051461517995356,-493.81302,154.87788,65.58901,28.020832,20.673998,13.567861,7.9782248,4.380606,-2.2202744,-6.687079,-2.8667817,4.429178,8.9018,0.006016539,"Arvo Pärt, Alexander Malter - Für Alina_segment_120_150.wav",classical
0.25115758,[103.359375],679.6402744720258,0.03963127962945046,-441.03424,135.61436,37.676792,5.4225273,14.475883,15.867735,6.6748214,-0.78156257,-4.5250773,-2.162479,7.8715158,15.614267,14.149216,0.006560025,"Arvo Pärt, Alexander Malter - Für Alina_segment_150_180.wav",classical
0.21942542,[107.66601562],682.345954581571,0.04400993795955882,-412.70224,146.70543,34.569546,-6.423609,2.784799,10.715951,6.631877,0.39841855,-1.2369164,0.22362015,2.58579,7.039024,12.103839,0.0077653597,"Arvo Pärt, Alexander Malter - Für Alina_segment_180_210.wav",classical
0.35519424,[89.10290948],535.7390824771388,0.02261815499226006,-480.2143,148.76184,51.75578,16.469318,19.302475,16.768347,6.882736,-0.91739607,-1.2167861,5.939858,11.822741,9.992968,6.7336907,0.006134043,"Arvo Pärt, Alexander Malter - Für Alina_segment_210_240.wav",classical
0.23827492,[117.45383523],566.323020466406,0.0382563824255031,-378.8521,147.06499,43.13951,5.257195,18.751858,26.085463,13.617309,-1.9685023,-10.143097,-9.993989,-3.4761245,1.3088741,-1.8483238,0.008345412,"Arvo Pärt, Alexander Malter - Für Alina_segment_240_270.wav",classical
0.2513359,[92.28515625],565.1428132090309,0.031683859810371515,-411.95715,134.21924,50.15157,18.0436,20.62236,20.241713,10.7610655,1.298642,-4.6190267,-8.112973,-7.4181185,-2.8634439,1.6048864,0.008631235,"Arvo Pärt, Alexander Malter - Für Alina_segment_270_300.wav",classical
0.28635228,[71.77734375],581.7926605976263,0.026513823045665633,-430.59366,131.67383,43.03936,8.400175,15.97589,20.93656,11.741865,0.15656765,-2.762924,-0.0698776,-0.3288626,-0.50927246,2.5059338,0.0077864197,"Arvo Pärt, Alexander Malter - Für Alina_segment_300_330.wav",classical
0.23286809,[56.17357337],543.4147058918147,0.031166478207236843,-441.88342,138.8801,61.11629,17.411127,10.262956,13.591719,13.237099,5.1368484,-5.636981,-10.0933695,-5.37188,4.924603,12.792485,0.008305354,"Arvo Pärt, Alexander Malter - Für Alina_segment_330_360.wav",classical
0.2345236,[103.359375],680.7673434983386,0.03764527500967492,-402.7201,117.75017,34.501072,2.4493258,5.3883424,8.354671,4.5209627,-3.5868134,-7.43697,-0.5060302,11.746572,20.035397,19.851683,0.008949667,"Arvo Pärt, Alexander Malter - Für Alina_segment_360_390.wav",classical
0.2452047,[78.30255682],763.5706215424848,0.04716827109133127,-397.56107,127.07007,29.894083,-6.160775,3.2879555,12.7544775,10.929408,3.2498734,-3.703069,-3.250861,5.0777555,12.620219,13.160507,0.00821264,"Arvo Pärt, Alexander Malter - Für Alina_segment_390_420.wav",classical
0.46066585,[46.14257812],536.0241527316192,0.02054673894640093,-477.15344,122.38604,56.95472,23.045328,16.84634,15.337142,10.002447,4.4046555,3.406407,4.0164623,2.3061473,4.023188,10.27124,0.008837278,"Arvo Pärt, Alexander Malter - Für Alina_segment_420_450.wav",classical
0.3945887,[143.5546875],581.3788288728477,0.018205105335719816,-538.4549,130.28702,45.489624,21.547365,17.041346,22.474731,17.330975,6.834479,-2.7119048,0.6285168,7.15616,15.916723,16.108242,0.0030403752,"Arvo Pärt, Alexander Malter - Für Alina_segment_450_480.wav",classical
0.37626255,[58.72691761],608.2979314003543,0.033281355819465945,-482.12402,147.12239,39.93998,1.0539075,9.621244,16.940208,12.012934,2.8268611,-2.597074,0.7689756,11.49917,19.112991,17.246904,0.0061303643,"Arvo Pärt, Alexander Malter - Für Alina_segment_480_510.wav",classical
0.3410402,[73.828125],629.3081443370446,0.03093518708881579,-485.70743,131.06538,41.838642,8.693034,13.428363,14.963107,7.642652,2.01566,2.0021975,5.3432283,9.554015,11.481724,10.582682,0.006506103,"Arvo Pärt, Alexander Malter - Für Alina_segment_510_540.wav",classical
0.29503864,[57.421875],565.8118262079369,0.024107941902089782,-510.1689,146.29248,46.97782,8.5429535,7.3193192,12.261145,11.746211,5.55446,1.0932907,0.62047625,2.711163,7.998313,13.139594,0.0046486207,"Arvo Pärt, Alexander Malter - Für Alina_segment_540_570.wav",classical
0.3889952,[34.91870777],561.4122509208136,0.020760645438273995,-505.76346,127.13309,48.32205,12.153657,13.190472,15.83338,9.949911,1.9579716,-1.0458719,3.1382146,10.534432,14.757707,14.131116,0.0053126477,"Arvo Pärt, Alexander Malter - Für Alina_segment_570_600.wav",classical
0.33103183,[112.34714674],494.65786384659816,0.015476096894349846,-516.3233,140.1786,65.33512,24.320173,15.007541,14.9648695,13.701976,8.808997,0.22212829,-7.351613,-7.4676714,-0.15744652,6.141046,0.003347968,"Arvo Pärt, Alexander Malter - Für Alina_segment_600_630.wav",classical
0.77005786,[83.35433468],744.9622833090357,0.01888531740470852,-679.0853,77.259705,43.838535,36.172195,27.420977,24.056154,18.980513,15.624163,10.835855,9.262644,6.5856524,8.344511,7.627973,0.005527618,"Arvo Pärt, Alexander Malter - Für Alina_segment_630_660.wav",classical
0.260993,[143.5546875],825.1462824018683,0.041762030161571206,-381.91354,168.12285,22.463848,23.461962,6.6327567,-8.033317,-6.6961207,-3.3303707,-10.731854,-13.925433,-11.582346,-6.864316,-8.204523,0.0021089136,"Camille Saint-Saëns, Isata Kanneh-Mason, Jeneba Kanneh-Mason, Sheku Kanneh-Mason - Carnival of the Animals- The Swan_segment_0_30.wav",classical
0.23976061,[123.046875],991.057095282502,0.050266891810178016,-306.6748,161.88968,9.497984,18.445395,6.4696765,-10.231776,-8.494152,-3.5210917,-13.089333,-16.158712,-11.900414,-2.7429197,-3.9402313,0.0020155662,"Camille Saint-Saëns, Isata Kanneh-Mason, Jeneba Kanneh-Mason, Sheku Kanneh-Mason - Carnival of the Animals- The Swan_segment_30_60.wav",classical
